('nteslogfe=1397602057', '126')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z; gaps=1:cwclsfmp7iqn7h_r6my7thyee1bbpg:6ngjdoerapzh41q6; galx=emhazxsodis', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z; gaps=1:cwclsfmp7iqn7h_r6my7thyee1bbpg:6ngjdoerapzh41q6; galx=emhazxsodis', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z; gaps=1:cwclsfmp7iqn7h_r6my7thyee1bbpg:6ngjdoerapzh41q6; galx=emhazxsodis', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z; gaps=1:cwclsfmp7iqn7h_r6my7thyee1bbpg:6ngjdoerapzh41q6; galx=emhazxsodis', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=a24dcc03a8b7cc55:u=6e56fe41cbc682c6:ff=0:tm=1397602245:lm=1397602246:s=7fsmf8xkuwfw61o5; nid=67=huqktqtkvwvkoqhejunzum3ypkg_8981i0jbhgxhtvtatxst0fh40utdvr2s4d7ltxobcfhi5nzykbfkw3e2lxgutswebrwpww4k_4olffpgvb_r255yrjslhfwsjsid', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('pref=id=aeb5876b6bf8e737:u=0844f43a03cbdc6c:ff=0:tm=1397601526:lm=1397601588:s=xvz2o3gyw3qdshth; nid=67=rgfw-3frzkefdw9e8txlpkfoq69aor1jokafbgpfmxv5s_7fodr18vnd4fihe10jvqlxnyhtjfiou2zlgyii6tzoqtgz19mb6taoi5u-5f3pqh8ezzqdj_m-r_6m_z4z', 'google')
('token=knwl2xtjo5ejldgd79jxmsvskhvurn6tiyzdoixhrmw%3d', 'iesnare')
('__cfduid=d02dab129e060dbbd0802d9c89da39aa71397601496364; __gads=id=81d4b22f7be56c10:t=1397601503:s=alni_mzmyc-2fozwr6nfsniazl-qo1b_za; __qca=p0-1123251219-1397601504628; __qseg=q_d', 'imgur')
('__cfduid=d02dab129e060dbbd0802d9c89da39aa71397601496364; __gads=id=81d4b22f7be56c10:t=1397601503:s=alni_mzmyc-2fozwr6nfsniazl-qo1b_za; __qca=p0-1123251219-1397601504628; __qseg=q_d', 'imgur')
('__cfduid=d02dab129e060dbbd0802d9c89da39aa71397601496364; __gads=id=81d4b22f7be56c10:t=1397601503:s=alni_mzmyc-2fozwr6nfsniazl-qo1b_za; __qca=p0-1123251219-1397601504628; __qseg=q_d', 'imgur')
('__cfduid=d02dab129e060dbbd0802d9c89da39aa71397601496364; __gads=id=81d4b22f7be56c10:t=1397601503:s=alni_mzmyc-2fozwr6nfsniazl-qo1b_za; __qca=p0-1123251219-1397601504628; __qseg=q_d', 'imgur')
('__cfduid=d02dab129e060dbbd0802d9c89da39aa71397601496364; __gads=id=81d4b22f7be56c10:t=1397601503:s=alni_mzmyc-2fozwr6nfsniazl-qo1b_za; __qca=p0-1123251219-1397601504628; __qseg=q_d', 'imgur')
('__cfduid=d02dab129e060dbbd0802d9c89da39aa71397601496364; __gads=id=81d4b22f7be56c10:t=1397601503:s=alni_mzmyc-2fozwr6nfsniazl-qo1b_za; __qca=p0-1123251219-1397601504628; __qseg=q_d', 'imgur')
('__cfduid=d02dab129e060dbbd0802d9c89da39aa71397601496364; __gads=id=81d4b22f7be56c10:t=1397601503:s=alni_mzmyc-2fozwr6nfsniazl-qo1b_za; __qca=p0-1123251219-1397601504628; __qseg=q_d', 'imgur')
('__cfduid=d02dab129e060dbbd0802d9c89da39aa71397601496364; __gads=id=81d4b22f7be56c10:t=1397601503:s=alni_mzmyc-2fozwr6nfsniazl-qo1b_za; __qca=p0-1123251219-1397601504628; __qseg=q_d', 'imgur')
('__cfduid=d02dab129e060dbbd0802d9c89da39aa71397601496364; __gads=id=81d4b22f7be56c10:t=1397601503:s=alni_mzmyc-2fozwr6nfsniazl-qo1b_za; __qca=p0-1123251219-1397601504628; __qseg=q_d', 'imgur')
('__cfduid=d02dab129e060dbbd0802d9c89da39aa71397601496364; __gads=id=81d4b22f7be56c10:t=1397601503:s=alni_mzmyc-2fozwr6nfsniazl-qo1b_za; __qca=p0-1123251219-1397601504628; __qseg=q_d', 'imgur')
